Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
81947-47551,TE,Mason,Mason Schreck,Schreck,0.800000011920929,2,4100,HOU@LV,HOU,LV,,,,,,TE/FLEX
81947-31169,TE,Jeremy,Jeremy Sprinkle,Sprinkle,2.299999952316284,2,4100,DET@DAL,DAL,DET,Q,Achilles,,,,TE/FLEX
81947-73176,TE,Luke,Luke Farrell,Farrell,1.600000023841858,1,4100,NYG@JAC,JAC,NYG,,,,,,TE/FLEX
81947-29314,TE,Richard,Richard Rodgers,Rodgers,0,1,4100,SEA@LAC,LAC,SEA,,,,,,TE/FLEX
81947-80546,TE,Dan,Dan Arnold,Arnold,2.300000031789144,3,4100,NYG@JAC,JAC,NYG,,,,,,TE/FLEX
81947-61172,TE,Tyler,Tyler Davis,Davis,1.149999976158142,4,4100,GB@WAS,GB,WAS,,,,,,TE/FLEX
81947-71697,TE,Shaun,Shaun Beyer,Beyer,,,4000,GB@WAS,GB,WAS,,,,,,TE/FLEX
81947-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,4.918181679465554,11,4000,NYG@JAC,NYG,JAC,Q,Toe,,,,TE/FLEX
81947-28694,TE,Jesse,Jesse James,James,3.924999952316284,4,4000,CLE@BAL,CLE,BAL,IR,Biceps,,,,TE/FLEX
81947-137249,TE,Briley,Briley Moore,Moore,,,4000,IND@TEN,TEN,IND,,,,,,TE/FLEX
81947-69686,TE,Dylan,Dylan Parham,Parham,,,4000,NYJ@DEN,DEN,NYJ,,,,,,TE/FLEX
81947-69705,TE,Garrett,Garrett Walston,Walston,,,4000,KC@SF,SF,KC,,,,,,TE/FLEX
81947-165962,TE,Nikola,Nikola Kalinic,Kalinic,,,4000,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-42077,TE,James,James Winchester,Winchester,,,4000,KC@SF,KC,SF,,,,,,TE/FLEX
81947-46177,TE,David,David Wells,Wells,,,4000,TB@CAR,TB,CAR,,,,,,TE/FLEX
81947-68708,TE,Seth,Seth Green,Green,,,4000,DET@DAL,DAL,DET,,,,,,TE/FLEX
81947-46200,TE,Daniel,Daniel Brunskill,Brunskill,,,4000,KC@SF,SF,KC,,,,,,TE/FLEX
81947-80011,TE,Antony,Antony Auclair,Auclair,3.299999952316284,4,4000,HOU@LV,HOU,LV,Q,Knee,,,,TE/FLEX
81947-72863,TE,Armani,Armani Rogers,Rogers,2.799999952316284,1,4000,GB@WAS,WAS,GB,,,,,,TE/FLEX
81947-32957,TE,Eric,Eric Tomlinson,Tomlinson,0.6999999682108561,3,4000,NYJ@DEN,DEN,NYJ,,,,,,TE/FLEX
81947-9409,TE,Clark,Clark Harris,Harris,,,4000,ATL@CIN,CIN,ATL,IR,Biceps,,,,TE/FLEX
81947-65737,TE,Sam,Sam Tecklenburg,Tecklenburg,,,4000,TB@CAR,CAR,TB,,,,,,TE/FLEX
81947-170191,TE,Ben,Ben Beise,Beise,,,4000,TB@CAR,TB,CAR,,,,,,TE/FLEX
81947-12537,D,Las Vegas,Las Vegas Raiders,Raiders,3.8,5,4000,HOU@LV,LV,HOU,,,,,,DEF
81947-64762,TE,Nakia,Nakia Griffin-Stewart,Griffin-Stewart,,,4000,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-61693,TE,Danny,Danny Pinter,Pinter,6.699999809265137,1,4000,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-97537,TE,Naz,Naz Bohannon,Bohannon,,,4000,NYG@JAC,JAC,NYG,,,,,,TE/FLEX
81947-12549,D,San Francisco,San Francisco 49ers,49ers,10.833333333333334,6,4000,KC@SF,SF,KC,,,,,,DEF
81947-83226,TE,Kevin,Kevin Rader,Rader,0.8999999761581421,2,4000,IND@TEN,TEN,IND,,,,,,TE/FLEX
81947-90398,TE,Matt,Matt Bushman,Bushman,,,4000,KC@SF,KC,SF,Q,Collarbone,,,,TE/FLEX
81947-170282,TE,JJ,JJ Howland,Howland,,,4000,TB@CAR,TB,CAR,,,,,,TE/FLEX
81947-170290,TE,Andre,Andre Miller,Miller,,,4000,NYG@JAC,NYG,JAC,Q,Wrist,,,,TE/FLEX
81947-55609,TE,Ryan,Ryan Izzo,Izzo,,,4000,TB@CAR,CAR,TB,,,,,,TE/FLEX
81947-64833,TE,Alize,Alize Mack,Mack,,,4000,GB@WAS,GB,WAS,Q,Undisclosed,,,,TE/FLEX
81947-86359,TE,Jared,Jared Scott,Scott,,,4000,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-63839,TE,Tyler,Tyler Mabry,Mabry,,,4000,SEA@LAC,SEA,LAC,,,,,,TE/FLEX
81947-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,,,4000,CLE@BAL,CLE,BAL,,,,,,TE/FLEX
81947-90483,TE,Bernhard,Bernhard Raimann,Raimann,,,4000,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-92530,TE,Cade,Cade Brewer,Brewer,,,4000,SEA@LAC,SEA,LAC,,,,,,TE/FLEX
81947-60788,TE,Nick,Nick Ralston,Ralston,,,4000,DET@DAL,DAL,DET,,,,,,TE/FLEX
81947-60791,TE,Tommy,Tommy Hudson,Hudson,1.149999976158142,4,4000,IND@TEN,TEN,IND,Q,Undisclosed,,,,TE/FLEX
81947-73089,TE,Devin,Devin Asiasi,Asiasi,0,2,4000,ATL@CIN,CIN,ATL,,,,,,TE/FLEX
81947-71048,TE,Thaddeus,Thaddeus Moss,Moss,,,4000,ATL@CIN,CIN,ATL,,,,,,TE/FLEX
81947-71058,TE,Grayson,Grayson Gunter,Gunter,,,4000,NYG@JAC,JAC,NYG,,,,,,TE/FLEX
81947-70043,TE,Cole,Cole Fotheringham,Fotheringham,,,4000,HOU@LV,LV,HOU,,,,,,TE/FLEX
81947-45472,TE,Garrett,Garrett Griffin,Griffin,2.950000047683716,2,4000,DET@DAL,DET,DAL,,,,,,TE/FLEX
81947-72110,TE,John,John Mitchell,Mitchell,,,4000,SEA@LAC,SEA,LAC,,,,,,TE/FLEX
81947-73147,TE,Nick,Nick Eubanks,Eubanks,,,4000,HOU@LV,HOU,LV,,,,,,TE/FLEX
81947-69069,TE,Tony,Tony Poljan,Poljan,,,4000,CLE@BAL,BAL,CLE,,,,,,TE/FLEX
81947-73172,TE,Jake,Jake Hausmann,Hausmann,,,4000,GB@WAS,WAS,GB,,,,,,TE/FLEX
81947-54746,TE,Tyler,Tyler Ott,Ott,,,4000,SEA@LAC,SEA,LAC,IR,Shoulder,,,,TE/FLEX
81947-91618,TE,John,John FitzPatrick,FitzPatrick,,,4000,ATL@CIN,ATL,CIN,IR,Undisclosed,,,,TE/FLEX
81947-97771,TE,Marcus,Marcus Santos-Silva,Santos-Silva,,,4000,CLE@BAL,CLE,BAL,,,,,,TE/FLEX
81947-89586,TE,Tucker,Tucker Fisk,Fisk,,,4000,ATL@CIN,ATL,CIN,,,,,,TE/FLEX
81947-41469,TE,Darrell,Darrell Daniels,Daniels,0.34000000953674314,5,4000,HOU@LV,HOU,LV,,,,,,TE/FLEX
81947-62981,TE,Eli,Eli Wolf,Wolf,,,4000,GB@WAS,WAS,GB,IR,Undisclosed,,,,TE/FLEX
81947-103966,TE,Stone,Stone Smartt,Smartt,,,4000,SEA@LAC,LAC,SEA,IR,Undisclosed,,,,TE/FLEX
81947-46644,TE,Paul,Paul Quessenberry,Quessenberry,,,4000,HOU@LV,HOU,LV,,,,,,TE/FLEX
81947-69173,TE,Hunter,Hunter Kampmoyer,Kampmoyer,,,4000,SEA@LAC,LAC,SEA,,,,,,TE/FLEX
81947-60981,TE,Charlie,Charlie Heck,Heck,,,4000,HOU@LV,HOU,LV,,,,,,TE/FLEX
81947-72246,TE,Nolan,Nolan Givan,Givan,,,4000,DET@DAL,DET,DAL,,,,,,TE/FLEX
81947-68155,TE,Codey,Codey McElroy,McElroy,0.25,2,4000,TB@CAR,TB,CAR,Q,Foot,,,,TE/FLEX
81947-30272,TE,Colin,Colin Thompson,Thompson,0,1,4000,TB@CAR,CAR,TB,Q,Calf,,,,TE/FLEX
81947-66155,TE,Michael,Michael Jacobson,Jacobson,,,4000,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-147049,TE,Drew,Drew Ogletree,Ogletree,,,4000,IND@TEN,IND,TEN,IR,Knee - acl,,,,TE/FLEX
81947-85635,TE,Charlie,Charlie Kolar,Kolar,,,4000,CLE@BAL,BAL,CLE,IR,Sports hernia,,,,TE/FLEX
81947-87690,TE,Sal,Sal Cannella,Cannella,,,4000,GB@WAS,GB,WAS,,,,,,TE/FLEX
81947-101007,TE,Mark,Mark Vital,Vital,,,4000,KC@SF,KC,SF,,,,,,TE/FLEX
81947-90778,TE,Derrick,Derrick Deese Jr.,Deese Jr.,,,4000,DET@DAL,DET,DAL,,,,,,TE/FLEX
81947-86692,TE,Thomas,Thomas Odukoya,Odukoya,,,4000,IND@TEN,TEN,IND,,,,,,TE/FLEX
81947-71351,TE,Charlie,Charlie Woerner,Woerner,0,2,4000,KC@SF,SF,KC,,,,,,TE/FLEX
81947-89814,TE,Gerrit,Gerrit Prince,Prince,,,4000,NYG@JAC,JAC,NYG,,,,,,TE/FLEX
81947-38636,TE,Bug,Bug Howard,Howard,,,4000,TB@CAR,TB,CAR,Q,Undisclosed,,,,TE/FLEX
81947-85759,TE,Curtis,Curtis Hodges,Hodges,,,4000,GB@WAS,WAS,GB,IR,Thigh,,,,TE/FLEX
81947-87815,TE,Jeremy,Jeremy Ruckert,Ruckert,0,1,4000,NYJ@DEN,NYJ,DEN,,,,,,TE/FLEX
81947-27403,TE,Blake,Blake Bell,Bell,1.25,12,4000,KC@SF,KC,SF,IR,Hip,,,,TE/FLEX
81947-91931,TE,Greg,Greg Dulcich,Dulcich,11.399999618530273,1,4000,NYJ@DEN,DEN,NYJ,,,,,,TE/FLEX
81947-40746,TE,Troy,Troy Fumagalli,Fumagalli,,,4000,KC@SF,SF,KC,,,,,,TE/FLEX
81947-86839,TE,Jack,Jack Coco,Coco,,,4000,GB@WAS,GB,WAS,,,,,,TE/FLEX
81947-55099,TE,Ian,Ian Bunting,Bunting,,,4000,DET@DAL,DAL,DET,IR,Neck,,,,TE/FLEX
81947-58189,TE,Mitchell,Mitchell Fraboni,Fraboni,,,4000,NYJ@DEN,DEN,NYJ,,,,,,TE/FLEX
81947-63321,TE,Rashod,Rashod Berry,Berry,,,4000,NYG@JAC,JAC,NYG,,,,,,TE/FLEX
81947-90971,TE,Austin,Austin Allen,Allen,,,4000,NYG@JAC,NYG,JAC,,,,,,TE/FLEX
81947-93026,TE,Teagan,Teagan Quitoriano,Quitoriano,,,4000,HOU@LV,HOU,LV,IR,Knee,,,,TE/FLEX
81947-169853,TE,Josh,Josh Babicz,Babicz,,,4000,TB@CAR,CAR,TB,,,,,,TE/FLEX
81947-69516,TE,Miller,Miller Forristall,Forristall,0,1,4000,CLE@BAL,CLE,BAL,,,,,,TE/FLEX
81947-64408,TE,Nick,Nick Bowers,Bowers,,,4000,ATL@CIN,CIN,ATL,,,,,,TE/FLEX
81947-92056,TE,Cal,Cal Adomitis,Adomitis,,,4000,ATL@CIN,CIN,ATL,,,,,,TE/FLEX
81947-55209,TE,Nate,Nate Becker,Becker,,,4000,GB@WAS,GB,WAS,Q,Undisclosed,,,,TE/FLEX
81947-70604,TE,John,John Raine,Raine,,,4000,ATL@CIN,ATL,CIN,Q,Undisclosed,,,,TE/FLEX
81947-72665,TE,Kenny,Kenny Yeboah,Yeboah,2.299999952316284,2,4000,NYJ@DEN,NYJ,DEN,,,,,,TE/FLEX
81947-112601,TE,Travis,Travis Koontz,Koontz,,,4000,HOU@LV,LV,HOU,,,,,,TE/FLEX
81947-85986,TE,James,James Mitchell,Mitchell,,,4000,DET@DAL,DET,DAL,,,,,,TE/FLEX
81947-87013,TE,Erik,Erik Krommenhoek,Krommenhoek,,,4000,SEA@LAC,LAC,SEA,,,,,,TE/FLEX
81947-57325,TE,Jordan,Jordan Franks,Franks,,,4000,KC@SF,KC,SF,,,,,,TE/FLEX
81947-12535,D,Indianapolis,Indianapolis Colts,Colts,5.833333333333333,6,3900,IND@TEN,IND,TEN,,,,,,DEF
81947-12548,D,Los Angeles,Los Angeles Chargers,Chargers,4.333333333333333,6,3800,SEA@LAC,LAC,SEA,,,,,,DEF
81947-12536,D,Kansas City,Kansas City Chiefs,Chiefs,4.833333333333333,6,3700,KC@SF,KC,SF,,,,,,DEF
81947-12552,D,Washington,Washington Commanders,Commanders,5.333333333333333,6,3700,GB@WAS,WAS,GB,,,,,,DEF
81947-12528,D,Cincinnati,Cincinnati Bengals,Bengals,5.833333333333333,6,3600,ATL@CIN,CIN,ATL,,,,,,DEF
81947-12553,D,Carolina,Carolina Panthers,Panthers,7.333333333333333,6,3500,TB@CAR,CAR,TB,,,,,,DEF
81947-12529,D,Cleveland,Cleveland Browns,Browns,3.6666666666666665,6,3400,CLE@BAL,CLE,BAL,,,,,,DEF
81947-12525,D,Atlanta,Atlanta Falcons,Falcons,6.5,6,3300,ATL@CIN,ATL,CIN,,,,,,DEF
81947-12556,D,Houston,Houston Texans,Texans,7,5,3200,HOU@LV,HOU,LV,,,,,,DEF
81947-12532,D,Detroit,Detroit Lions,Lions,2.2,5,3100,DET@DAL,DET,DAL,,,,,,DEF
81947-12550,D,Seattle,Seattle Seahawks,Seahawks,8,6,3000,SEA@LAC,SEA,LAC,,,,,,DEF
